1584089915.5652876, 157
1584089916.1556191, 82
1584089916.4788513, 82
1584089916.7991362, 82
1584089917.4531083, 82
1584089917.7466865, 82
1584089918.0638676, 82
1584089918.8510585, 107
1584089919.3288302, 107
1584089919.6577854, 82
1584089920.4540145, 107
1584089920.778119, 82
1584089921.0909214, 82
1584089921.7218175, 82
1584089922.0307848, 82
1584089922.374495, 82
1584089923.1218252, 107
1584089923.4361331, 82
1584089923.8822935, 107
1584089924.524588, 82
1584089924.8468235, 82
1584089925.1730297, 82
1584089926.062528, 132
1584089926.3630366, 82
1584089926.6360486, 82
1584089927.4310546, 107
1584089927.7369251, 82
1584089928.0861359, 82
1584089928.730123, 82
1584089929.0294414, 82
1584089929.3308496, 82
1584089929.9620764, 82
1584089930.441366, 107
1584089930.7520738, 82
1584089931.6654243, 132
1584089931.9873095, 82
1584089932.2900443, 82
1584089932.948702, 82
1584089933.314259, 82
1584089933.6402037, 82
1584089934.2799757, 82
1584089934.6026113, 82
1584089935.0624492, 107
1584089935.8755054, 107
1584089936.1987293, 82
1584089936.504707, 82
1584089937.440661, 132
1584089937.7355804, 82
1584089938.0550797, 82
1584089938.7279077, 82
1584089939.0388188, 82
1584089939.3531842, 82
1584089940.1250038, 107
1584089940.4607308, 82
1584089940.7639182, 82
1584089941.3825088, 82
1584089941.8169322, 107
1584089942.1718278, 82
1584089942.971311, 107
1584089943.298027, 82
1584089943.6133819, 82
1584089944.407315, 107
1584089944.7101717, 82
1584089945.0117657, 82
1584089945.6607645, 82
1584089945.9479618, 82
1584089946.3594058, 107
1584089946.9679756, 82
1584089947.3121312, 82
1584089947.6512058, 82
1584089948.7241144, 157
1584089949.041905, 82
1584089949.3661482, 82
1584089950.0039122, 82
1584089950.3174553, 82
1584089950.6242828, 82
1584089951.2619863, 82
1584089951.5639925, 82
1584089951.8699746, 82
1584089952.6415372, 107
1584089953.0991406, 107
1584089953.447409, 82
1584089954.2923155, 107
1584089954.6239033, 82
1584089954.9525108, 82
1584089955.581562, 82
1584089955.8907745, 82
1584089956.1509535, 82
1584089956.9329007, 107
1584089957.261479, 82
1584089957.7302105, 107
1584089958.3373547, 82
1584089958.6605427, 82
1584089958.9524217, 82
1584089959.8936, 132
1584089960.2182925, 82
1584089960.5142784, 82
1584089963.777952, 107
1584089964.1311953, 82
1584089964.4233253, 82
1584089966.5513244, 82
1584089966.83163, 82
1584089967.1489727, 82
